taxa	Length
g__HRGM_Genome_2731	1653533.0
s__HRGM_Genome_3314	2315891.0
g__HRGM_Genome_4894	2406608.0
o__HRGM_Genome_4367	1786856.0
o__HRGM_Genome_4916	1865592.0
c__Mahellia_A	1114867.0
o__HRGM_Genome_4366	1114867.0
s__HRGM_Genome_0346	1733659.0
s__HRGM_Genome_0366	1605682.0
s__HRGM_Genome_0343	1660002.0
s__HRGM_Genome_0354	1692149.0
s__HRGM_Genome_0351	1921791.0
s__HRGM_Genome_0365	1348189.0
s__HRGM_Genome_0353	1639033.0
s__HRGM_Genome_0341	1681229.0
s__HRGM_Genome_0364	1248586.0
s__HRGM_Genome_0344	1827513.0
s__HRGM_Genome_5210	1742690.0
s__HRGM_Genome_3443	2273100.0
s__HRGM_Genome_3622	2376886.0
s__HRGM_Genome_5035	1815915.0
s__HRGM_Genome_5033	1044038.0
s__HRGM_Genome_1922	1970930.0
s__HRGM_Genome_1920	2144821.0
s__HRGM_Genome_1921	2102374.0
s__HRGM_Genome_3466	2228392.0
s__HRGM_Genome_0102	2325548.0
s__HRGM_Genome_0098	2637343.0
s__HRGM_Genome_4801	1426585.0
s__HRGM_Genome_4250	1335301.0
s__HRGM_Genome_3446	1009185.0
s__HRGM_Genome_4513	1534718.0
s__HRGM_Genome_4514	1717383.0
g__HRGM_Genome_4135	1441273.0
g__HRGM_Genome_4369	1021183.0
s__HRGM_Genome_3596	1937832.0
s__HRGM_Genome_3594	2021370.0
s__HRGM_Genome_3597	2029434.0
s__HRGM_Genome_1488	2258701.0
s__HRGM_Genome_1487	2094336.0
s__HRGM_Genome_3488	1979234.0
s__HRGM_Genome_3486	1940669.0
s__HRGM_Genome_3487	1456219.0
g__HRGM_Genome_5384	856870.0
s__HRGM_Genome_1266	2296017.0
s__HRGM_Genome_1270	1967662.0
s__HRGM_Genome_3824	1920053.0
s__HRGM_Genome_3823	2021835.0
g__Selenomonas_A	2163050.5
s__HRGM_Genome_3822	2184431.0
s__HRGM_Genome_5190	2141670.0
g__UBA2913	2467170.0
s__HRGM_Genome_5372	2467170.0
s__HRGM_Genome_5274	2285322.0
f__Massilibacillaceae	2662108.0
g__HRGM_Genome_2924	2662108.0
s__HRGM_Genome_4257	2856126.0
s__HRGM_Genome_4258	3091297.0
s__HRGM_Genome_5412	2481411.0
g__HRGM_Genome_4673	3007191.0
s__HRGM_Genome_2642	1521514.0
s__HRGM_Genome_3247	2398551.0
s__HRGM_Genome_3248	1823630.0
s__HRGM_Genome_5150	2228600.0
c__Dehalobacteriia	1868175.666666667
o__UBA4068	1708274.666666667
f__UBA4068	1610903.0
g__HRGM_Genome_3878	1549632.0
g__HRGM_Genome_3879	1672174.0
f__UBA5755	1903018.0
g__HRGM_Genome_2929	1903018.0
o__UBA7702	2028076.666666667
f__UBA7702	2028076.666666667
g__UBA7702	2141976.0
s__HRGM_Genome_3368	2141976.0
g__HRGM_Genome_3249	1632251.0
g__HRGM_Genome_4028	2310003.0
p__Firmicutes_G	2214959.0
c__SHA-98	2214959.0
o__DTUO25	2214959.0
f__HRGM_Genome_2349	2214959.0
s__HRGM_Genome_4387	2110817.0
s__HRGM_Genome_4361	2539854.0
s__HRGM_Genome_4781	1836417.0
s__HRGM_Genome_4811	2256923.0
s__HRGM_Genome_4316	1367201.0
s__HRGM_Genome_3711	1388039.0
s__HRGM_Genome_1784	1520279.0
s__HRGM_Genome_1796	2162110.0
s__HRGM_Genome_4380	2144765.0
s__HRGM_Genome_4381	2144916.0
s__HRGM_Genome_0307	1886588.0
s__HRGM_Genome_0310	2113963.0
s__HRGM_Genome_0305	1499663.0
s__HRGM_Genome_0302	2229454.0
s__HRGM_Genome_0303	2321685.0
s__HRGM_Genome_3402	1970833.0
s__HRGM_Genome_3403	1244397.0
g__Mobiluncus	2102470.5
s__HRGM_Genome_4326	2071852.0
s__HRGM_Genome_4327	2133089.0
s__HRGM_Genome_4508	1753974.0
s__HRGM_Genome_4509	1644124.0
g__HRGM_Genome_4530	2215894.0
s__HRGM_Genome_0784	1452923.0
s__HRGM_Genome_0758	2038987.0
s__HRGM_Genome_0552	2047643.0
s__HRGM_Genome_1049	1971180.0
s__HRGM_Genome_0499	1078794.0
s__HRGM_Genome_0967	1201956.0
s__HRGM_Genome_0631	2163274.0
s__HRGM_Genome_0821	1129675.0
s__HRGM_Genome_0704	2078377.0
s__HRGM_Genome_0611	2008132.0
s__HRGM_Genome_0811	1462483.0
s__HRGM_Genome_1034	1980681.0
s__HRGM_Genome_0822	1641175.0
s__HRGM_Genome_1020	2059867.0
s__HRGM_Genome_0899	1339630.0
s__HRGM_Genome_0593	2093666.0
s__HRGM_Genome_0567	1549257.0
s__HRGM_Genome_0721	2181963.0
s__HRGM_Genome_0959	1455346.0
s__HRGM_Genome_0727	2104478.0
s__HRGM_Genome_0735	2142149.0
s__HRGM_Genome_0670	1531184.0
s__HRGM_Genome_0816	2083568.0
s__HRGM_Genome_0605	1920140.0
s__HRGM_Genome_0562	1803823.0
s__HRGM_Genome_0778	2055608.0
s__HRGM_Genome_0543	2119058.0
s__HRGM_Genome_0500	1605751.0
s__HRGM_Genome_0449	1391877.0
s__HRGM_Genome_0800	1936924.0
s__HRGM_Genome_0682	1880337.0
s__HRGM_Genome_0864	1429834.0
s__HRGM_Genome_1050	1919497.0
s__HRGM_Genome_0717	1679937.0
s__HRGM_Genome_0493	2255868.0
s__HRGM_Genome_0810	1951311.0
s__HRGM_Genome_0655	1971216.0
s__HRGM_Genome_0625	1495030.0
s__HRGM_Genome_1035	2245388.0
s__HRGM_Genome_0637	1755959.0
s__HRGM_Genome_0773	1974922.0
s__HRGM_Genome_1013	1990943.0
s__HRGM_Genome_0547	2022100.0
s__HRGM_Genome_0948	2102969.0
s__HRGM_Genome_0590	1845183.0
s__HRGM_Genome_0510	2174382.0
s__HRGM_Genome_0584	1099388.0
s__HRGM_Genome_1022	1884191.0
s__HRGM_Genome_0589	1087449.0
s__HRGM_Genome_0604	1700291.0
s__HRGM_Genome_0715	2070414.0
s__HRGM_Genome_0553	2042893.0
s__HRGM_Genome_0705	2073342.0
s__HRGM_Genome_0468	1665930.0
s__HRGM_Genome_0687	1854884.0
s__HRGM_Genome_0475	2193893.0
s__HRGM_Genome_0762	1353298.0
s__HRGM_Genome_1040	2286053.0
s__HRGM_Genome_0750	2150081.0
s__HRGM_Genome_0991	2326547.0
s__HRGM_Genome_0633	1993696.0
s__HRGM_Genome_0703	1815634.0
s__HRGM_Genome_0622	1546971.0
s__HRGM_Genome_0546	2178243.0
s__HRGM_Genome_0692	2010655.0
s__HRGM_Genome_0790	1500361.0
s__HRGM_Genome_0688	2029971.0
s__HRGM_Genome_0641	1003241.0
s__HRGM_Genome_0709	2048503.0
s__HRGM_Genome_0844	1650668.0
s__HRGM_Genome_0945	1513883.0
s__HRGM_Genome_0632	2105502.0
s__HRGM_Genome_0769	1638367.0
s__HRGM_Genome_0658	982773.0
s__HRGM_Genome_0489	2199802.0
s__HRGM_Genome_0585	1770237.0
s__HRGM_Genome_1000	2166498.0
s__HRGM_Genome_0782	1949755.0
s__HRGM_Genome_0734	2013255.0
s__HRGM_Genome_0748	2259318.0
s__HRGM_Genome_0508	2263332.0
s__HRGM_Genome_0583	2149807.0
s__HRGM_Genome_0699	1902556.0
s__HRGM_Genome_0944	1803518.0
s__HRGM_Genome_0733	2152914.0
s__HRGM_Genome_0741	2151211.0
s__HRGM_Genome_0767	2039168.0
s__HRGM_Genome_0807	1884878.0
s__HRGM_Genome_0643	1156986.0
s__HRGM_Genome_0804	1920527.0
s__HRGM_Genome_0561	2283788.0
s__HRGM_Genome_1032	1648873.0
s__HRGM_Genome_0860	2053989.0
s__HRGM_Genome_0624	2079686.0
s__HRGM_Genome_1031	1388393.0
s__HRGM_Genome_0520	1764016.0
s__HRGM_Genome_0985	2188673.0
s__HRGM_Genome_0787	2093637.0
s__HRGM_Genome_0751	2170707.0
s__HRGM_Genome_0483	2087998.0
s__HRGM_Genome_0462	2072185.0
s__HRGM_Genome_0999	2064336.0
s__HRGM_Genome_0484	1889288.0
s__HRGM_Genome_0548	1807125.0
s__HRGM_Genome_0441	2103855.0
s__HRGM_Genome_0460	2013474.0
s__HRGM_Genome_0490	1835511.0
s__HRGM_Genome_0685	1236745.0
s__HRGM_Genome_1021	2075844.0
s__HRGM_Genome_0713	2107526.0
s__HRGM_Genome_0754	2188417.0
s__HRGM_Genome_0998	1940597.0
s__HRGM_Genome_0507	1991649.0
s__HRGM_Genome_0953	1983892.0
s__HRGM_Genome_0916	1921914.0
s__HRGM_Genome_0994	2149360.0
s__HRGM_Genome_0464	2232653.0
s__HRGM_Genome_0866	1972498.0
s__HRGM_Genome_0536	2261682.0
s__HRGM_Genome_1039	2258691.0
s__HRGM_Genome_0779	2036327.0
s__HRGM_Genome_0487	2282129.0
s__HRGM_Genome_1029	2062133.0
s__HRGM_Genome_0551	2123564.0
s__HRGM_Genome_1006	1873531.0
s__HRGM_Genome_0457	1420197.0
s__HRGM_Genome_0573	1875914.0
s__HRGM_Genome_0679	2166768.0
s__HRGM_Genome_0840	2144350.0
s__HRGM_Genome_1005	1954271.0
s__HRGM_Genome_0497	1882545.0
s__HRGM_Genome_1025	2060735.0
s__HRGM_Genome_0861	1616783.0
s__HRGM_Genome_0471	2178650.0
s__HRGM_Genome_1001	2009504.0
s__HRGM_Genome_1017	2174245.0
s__HRGM_Genome_0659	1888666.0
s__HRGM_Genome_0774	1085112.0
s__HRGM_Genome_0494	2071898.0
s__HRGM_Genome_0466	2149316.0
s__HRGM_Genome_0482	2139507.0
s__HRGM_Genome_0739	2120765.0
s__HRGM_Genome_0505	2142560.0
s__HRGM_Genome_0995	1615884.0
s__HRGM_Genome_0472	2064792.0
s__HRGM_Genome_0515	1617232.0
s__HRGM_Genome_0531	2292613.0
s__HRGM_Genome_0439	2167628.0
s__HRGM_Genome_1012	2216826.0
s__HRGM_Genome_0600	2106192.0
s__HRGM_Genome_0504	2117416.0
s__HRGM_Genome_0657	2039329.0
s__HRGM_Genome_0626	1847515.0
s__HRGM_Genome_0903	1552334.0
s__HRGM_Genome_0565	1151984.0
s__HRGM_Genome_0718	2080378.0
s__HRGM_Genome_1051	2008094.0
s__HRGM_Genome_0580	2163992.0
s__HRGM_Genome_1002	1967661.0
s__HRGM_Genome_1007	1896149.0
s__HRGM_Genome_0478	2177701.0
s__HRGM_Genome_0481	1992602.0
s__HRGM_Genome_1004	2015191.0
s__HRGM_Genome_0513	2164156.0
s__HRGM_Genome_0506	2050873.0
s__HRGM_Genome_0638	1383819.0
s__HRGM_Genome_0996	2122715.0
s__HRGM_Genome_0749	1980733.0
s__HRGM_Genome_0639	2038615.0
s__HRGM_Genome_0620	2043229.0
s__HRGM_Genome_0752	2083618.0
s__HRGM_Genome_0545	2143924.0
s__HRGM_Genome_0461	2037100.0
s__HRGM_Genome_0458	2270317.0
s__HRGM_Genome_0469	2201049.0
s__HRGM_Genome_0737	2165804.0
s__HRGM_Genome_0665	2204461.0
s__HRGM_Genome_1014	1829217.0
s__HRGM_Genome_0647	2174312.0
s__HRGM_Genome_0642	1642690.0
s__HRGM_Genome_0827	2092787.0
s__HRGM_Genome_0738	2012617.0
s__HRGM_Genome_0572	1182481.0
s__HRGM_Genome_0509	2170691.0
s__HRGM_Genome_0710	1876675.0
s__HRGM_Genome_0795	2066689.0
s__HRGM_Genome_0978	1234261.0
s__HRGM_Genome_0719	2202433.0
s__HRGM_Genome_0664	1978459.0
s__HRGM_Genome_0495	2228539.0
s__HRGM_Genome_0661	2165228.0
s__HRGM_Genome_0786	2145615.0
s__HRGM_Genome_0723	1286607.0
s__HRGM_Genome_0621	1907614.0
s__HRGM_Genome_0724	1802744.0
s__HRGM_Genome_1030	2589662.0
s__HRGM_Genome_0689	1492100.0
s__HRGM_Genome_1016	2019280.0
s__HRGM_Genome_0486	2105645.0
s__HRGM_Genome_0707	2057804.0
s__HRGM_Genome_0783	1906327.0
s__HRGM_Genome_0823	1944630.0
s__HRGM_Genome_0997	2024069.0
s__HRGM_Genome_0588	1768289.0
s__HRGM_Genome_1036	1956667.0
s__HRGM_Genome_0498	2278136.0
s__HRGM_Genome_0660	2078855.0
s__HRGM_Genome_1033	1662291.0
s__HRGM_Genome_0785	1547360.0
s__HRGM_Genome_0450	2133610.0
s__HRGM_Genome_0818	1209022.0
s__HRGM_Genome_0806	2022028.0
s__HRGM_Genome_0824	2152547.0
s__HRGM_Genome_1023	1586321.0
s__HRGM_Genome_0480	2159628.0
s__HRGM_Genome_0815	2138100.0
s__HRGM_Genome_0768	1796272.0
s__HRGM_Genome_0712	1982339.0
s__HRGM_Genome_0651	2047998.0
s__HRGM_Genome_0598	1992884.0
s__HRGM_Genome_0473	2110731.0
s__HRGM_Genome_0865	1514881.0
s__HRGM_Genome_0485	2028810.0
s__HRGM_Genome_0765	1965317.0
s__HRGM_Genome_0615	1779658.0
s__HRGM_Genome_0437	2135863.0
s__HRGM_Genome_0503	1900051.0
s__HRGM_Genome_0617	2033046.0
s__HRGM_Genome_0467	2037667.0
s__HRGM_Genome_0826	2010685.0
s__HRGM_Genome_0636	2142958.0
s__HRGM_Genome_0695	1606882.0
s__HRGM_Genome_0666	2198182.0
s__HRGM_Genome_1042	1892407.0
s__HRGM_Genome_0672	1600032.0
s__HRGM_Genome_0730	1876970.0
s__HRGM_Genome_0686	2108709.0
s__HRGM_Genome_0793	2010564.0
s__HRGM_Genome_0698	1794260.0
s__HRGM_Genome_0964	1765164.0
s__HRGM_Genome_0973	1362182.0
s__HRGM_Genome_1024	2233075.0
s__HRGM_Genome_0814	2071053.0
s__HRGM_Genome_0780	1898526.0
s__HRGM_Genome_0817	1937041.0
s__HRGM_Genome_1028	2118625.0
s__HRGM_Genome_0949	1395423.0
s__HRGM_Genome_0517	1328500.0
s__HRGM_Genome_0542	1856300.0
s__HRGM_Genome_1019	1760789.0
s__HRGM_Genome_0711	1994069.0
s__HRGM_Genome_0577	2069397.0
s__HRGM_Genome_0614	1830842.0
s__HRGM_Genome_0755	2128522.0
s__HRGM_Genome_0640	2075905.0
s__HRGM_Genome_0568	1931344.0
s__HRGM_Genome_0576	1607182.0
s__HRGM_Genome_0474	2172150.0
s__HRGM_Genome_1038	2070322.0
s__HRGM_Genome_1041	1909854.0
s__HRGM_Genome_0764	2080543.0
s__HRGM_Genome_0496	2051334.0
s__HRGM_Genome_0491	2107249.0
s__HRGM_Genome_0788	1419019.0
s__HRGM_Genome_0512	2010263.0
s__HRGM_Genome_0791	1379769.0
s__HRGM_Genome_1015	2053088.0
s__HRGM_Genome_0708	2033506.0
s__HRGM_Genome_0634	1864754.0
s__HRGM_Genome_1018	1966664.0
s__HRGM_Genome_0803	1675843.0
s__HRGM_Genome_0808	1316907.0
s__HRGM_Genome_0492	1556835.0
s__HRGM_Genome_0856	2084286.0
s__HRGM_Genome_0697	1997132.0
s__HRGM_Genome_0680	2151848.0
s__HRGM_Genome_0789	2156880.0
s__HRGM_Genome_0677	1865070.0
s__HRGM_Genome_0558	1555345.0
s__HRGM_Genome_0630	2067518.0
s__HRGM_Genome_1011	1950666.0
s__HRGM_Genome_0757	2118072.0
s__HRGM_Genome_0714	2114977.0
s__HRGM_Genome_0629	2075687.0
s__HRGM_Genome_0792	1297693.0
s__HRGM_Genome_0729	2142570.0
s__HRGM_Genome_0440	2082192.0
s__HRGM_Genome_0770	1681373.0
s__HRGM_Genome_0794	2013894.0
s__HRGM_Genome_0627	2071420.0
s__HRGM_Genome_0716	2126076.0
s__HRGM_Genome_0603	2053962.0
s__HRGM_Genome_0556	2045588.0
s__HRGM_Genome_0966	1737101.0
s__HRGM_Genome_1027	2117693.0
s__HRGM_Genome_0519	1198290.0
s__HRGM_Genome_0696	2183547.0
s__HRGM_Genome_0650	1840450.0
s__HRGM_Genome_5414	1331709.0
s__HRGM_Genome_1528	1745964.0
s__HRGM_Genome_1529	2411406.0
s__HRGM_Genome_1527	2622247.0
s__HRGM_Genome_0183	2259445.0
s__HRGM_Genome_0184	2044723.0
s__HRGM_Genome_1665	1362274.0
s__HRGM_Genome_2969	667393.0
s__HRGM_Genome_2972	1207795.0
s__HRGM_Genome_2967	1280195.0
s__HRGM_Genome_1669	2336963.0
s__HRGM_Genome_1668	2150642.0
s__HRGM_Genome_1659	1929957.0
g__HRGM_Genome_3773	1507943.0
g__NM07-P-09	2008358.5
s__HRGM_Genome_3768	1789045.0
s__HRGM_Genome_3769	2227672.0
s__HRGM_Genome_3266	3275009.0
s__HRGM_Genome_3264	3015228.0
s__HRGM_Genome_3265	3411763.0
s__HRGM_Genome_3029	3919273.0
s__HRGM_Genome_1684	3146762.0
s__HRGM_Genome_1682	3177483.0
s__HRGM_Genome_2487	1829421.0
s__HRGM_Genome_2489	2259280.0
s__HRGM_Genome_2488	1743923.0
s__HRGM_Genome_1540	2151853.0
s__HRGM_Genome_1538	1536711.0
s__HRGM_Genome_1539	2205762.0
s__HRGM_Genome_3397	2022414.0
s__HRGM_Genome_1831	2564184.0
g__D16-63	1613361.0
s__HRGM_Genome_4698	1613361.0
g__HRGM_Genome_4542	2339424.0
g__HRGM_Genome_3283	2149963.0
g__HRGM_Genome_3284	1685404.0
s__HRGM_Genome_4714	1390065.0
s__HRGM_Genome_3037	1199200.0
s__HRGM_Genome_2960	1837495.0
s__HRGM_Genome_4523	1294904.0
s__HRGM_Genome_4339	1293229.0
s__HRGM_Genome_4694	1382721.0
s__HRGM_Genome_5304	928849.0
s__HRGM_Genome_3256	1717164.0
s__HRGM_Genome_4304	1321670.0
s__HRGM_Genome_4303	1238377.0
g__HRGM_Genome_3083	1854194.0
g__HRGM_Genome_3082	2383585.0
s__HRGM_Genome_4573	1480217.0
s__HRGM_Genome_3074	1942173.0
s__HRGM_Genome_3077	1530597.0
g__HRGM_Genome_3383	1876498.0
g__HRGM_Genome_3382	2083358.0
s__HRGM_Genome_4277	2269647.0
s__HRGM_Genome_4278	1762651.0
s__HRGM_Genome_4280	1627385.0
s__HRGM_Genome_2498	1916473.0
s__HRGM_Genome_2495	1849707.0
s__HRGM_Genome_4074	1867050.0
s__HRGM_Genome_4078	1985493.0
s__HRGM_Genome_4080	2116484.0
s__HRGM_Genome_4076	1980530.0
s__HRGM_Genome_4075	1769950.0
s__HRGM_Genome_2499	1884510.0
s__HRGM_Genome_4423	1974668.0
s__HRGM_Genome_4422	2224684.0
g__HRGM_Genome_4699	1958836.0
s__HRGM_Genome_4395	1973429.0
s__HRGM_Genome_3965	2142125.0
s__HRGM_Genome_4144	1933008.0
s__HRGM_Genome_4128	1806864.0
s__HRGM_Genome_4127	1909808.0
s__HRGM_Genome_4727	1805438.0
s__HRGM_Genome_4729	1361363.0
s__HRGM_Genome_4081	1922508.0
s__HRGM_Genome_4626	1878889.0
s__HRGM_Genome_2511	1059928.0
s__HRGM_Genome_2837	1550881.0
g__UBA791	1336458.0
s__HRGM_Genome_4640	1336458.0
s__HRGM_Genome_4443	1618032.0
s__HRGM_Genome_4067	1817818.0
s__HRGM_Genome_4066	2009120.0
s__HRGM_Genome_4612	1929683.0
g__HRGM_Genome_4240	1810289.0
f__HRGM_Genome_4914	1864391.0
g__SD129	4465621.0
s__HRGM_Genome_1582	4465621.0
s__HRGM_Genome_5215	1693287.0
s__HRGM_Genome_5380	1897567.0
s__HRGM_Genome_0090	4193018.0
s__HRGM_Genome_0066	4508259.0
s__HRGM_Genome_0079	4775714.0
g__Superficieibacter	5080781.0
s__HRGM_Genome_0089	5080781.0
s__HRGM_Genome_0082	4955949.0
s__HRGM_Genome_0072	3911502.0
s__HRGM_Genome_2183	1498590.0
s__HRGM_Genome_2191	1770619.0
s__HRGM_Genome_2199	1858471.0
s__HRGM_Genome_2187	1253684.0
s__HRGM_Genome_2204	1828071.0
s__HRGM_Genome_2181	1985458.0
s__HRGM_Genome_2200	661440.0
s__HRGM_Genome_2192	1911047.0
s__HRGM_Genome_2196	1983283.0
s__HRGM_Genome_2201	1713864.0
s__HRGM_Genome_2193	2020645.0
s__HRGM_Genome_2184	1475905.0
s__HRGM_Genome_2194	1657085.0
s__HRGM_Genome_3065	1776473.0
s__HRGM_Genome_3062	2041345.0
s__HRGM_Genome_2897	2187524.0
s__HRGM_Genome_2898	2641191.0
s__HRGM_Genome_2896	2555699.0
s__HRGM_Genome_4002	1993188.0
s__HRGM_Genome_4003	1500808.0
s__HRGM_Genome_1491	2091221.0
g__Ruminobacter	2378747.0
s__HRGM_Genome_5236	2378747.0
g__UBA2804	2438052.0
s__HRGM_Genome_5270	2438052.0
o__UBA9339	772706.0
f__UBA9339	772706.0
g__UBA9339	772706.0
s__HRGM_Genome_2510	772706.0
s__HRGM_Genome_1226	1766327.0
s__HRGM_Genome_1862	2210749.0
s__HRGM_Genome_4826	990972.0
s__HRGM_Genome_4827	1832891.0
s__HRGM_Genome_1325	2358771.0
s__HRGM_Genome_1324	2279337.0
s__HRGM_Genome_1326	1695871.0
s__HRGM_Genome_2209	2039491.0
s__HRGM_Genome_2210	1939461.0
s__HRGM_Genome_2211	1915990.0
s__HRGM_Genome_2133	2184827.0
s__HRGM_Genome_2132	2578130.0
s__HRGM_Genome_4730	2427641.0
s__HRGM_Genome_0148	2512845.0
s__HRGM_Genome_0145	2523658.0
s__HRGM_Genome_2785	2201647.0
s__HRGM_Genome_2789	2314202.0
s__HRGM_Genome_2787	2568007.0
s__HRGM_Genome_2790	2141919.0
s__HRGM_Genome_2788	2283169.0
s__HRGM_Genome_4700	1772088.0
s__HRGM_Genome_2537	1903295.0
s__HRGM_Genome_3655	2621186.0
s__HRGM_Genome_3656	2579152.0
s__HRGM_Genome_0172	2011841.0
s__HRGM_Genome_0171	2004551.0
s__HRGM_Genome_4518	1144892.0
s__HRGM_Genome_4517	1927578.0
s__HRGM_Genome_4711	2185840.0
s__HRGM_Genome_5148	2059161.0
s__HRGM_Genome_4136	2018168.0
s__HRGM_Genome_4710	2365525.0
s__HRGM_Genome_2706	1962706.0
s__HRGM_Genome_2707	1086892.0
s__HRGM_Genome_0150	2497737.0
s__HRGM_Genome_2894	2342617.0
s__HRGM_Genome_5239	1222957.0
s__HRGM_Genome_2671	1885056.0
s__HRGM_Genome_2664	2000731.0
s__HRGM_Genome_2669	1836000.0
s__HRGM_Genome_2670	1491266.0
s__HRGM_Genome_2666	1678462.0
s__HRGM_Genome_3566	1481378.0
s__HRGM_Genome_3565	1873187.0
s__HRGM_Genome_3910	1843595.0
s__HRGM_Genome_1369	2608523.0
s__HRGM_Genome_4932	2305067.0
s__HRGM_Genome_3460	1797240.0
g__QFNR01	2323542.0
s__HRGM_Genome_4333	2323542.0
f__SFHR01	1737692.0
g__HRGM_Genome_4734	1737692.0
o__Caulobacterales	3972467.5
f__Caulobacteraceae	3972467.5
g__Caulobacter	5012197.0
s__HRGM_Genome_4804	5012197.0
g__BOG-935	2932738.0
s__HRGM_Genome_4805	2932738.0
s__HRGM_Genome_4335	3705077.0
s__HRGM_Genome_4284	1552629.0
s__HRGM_Genome_4282	1525621.0
s__HRGM_Genome_4285	1570984.0
s__HRGM_Genome_4281	771072.0
g__HRGM_Genome_4706	1493661.0
g__HRGM_Genome_4707	1515472.0
s__HRGM_Genome_3674	1110723.0
s__HRGM_Genome_4717	1426046.0
s__HRGM_Genome_5073	883376.0
s__HRGM_Genome_4736	1277650.0
s__HRGM_Genome_2901	1739362.0
s__HRGM_Genome_2900	1734828.0
s__HRGM_Genome_4632	1865391.0
s__HRGM_Genome_4160	1906398.0
s__HRGM_Genome_3753	1063935.0
s__HRGM_Genome_3911	1938365.0
s__HRGM_Genome_4007	1510212.0
s__HRGM_Genome_4005	1298123.0
s__HRGM_Genome_5188	1475140.0
s__HRGM_Genome_4055	1876051.0
s__HRGM_Genome_4056	1864710.0
s__HRGM_Genome_3972	2105780.0
s__HRGM_Genome_3973	2186477.0
s__HRGM_Genome_4755	2316811.0
g__HRGM_Genome_4647	1911658.0
f__HRGM_Genome_4058	1260593.0
f__HRGM_Genome_4593	1210420.0
f__HRGM_Genome_4601	1450923.0
f__HRGM_Genome_4600	1437740.0
s__HRGM_Genome_4221	816075.0
p__Bdellovibrionota	3878302.0
c__Bdellovibrionia_A	3878302.0
o__HRGM_Genome_5207	3878302.0
s__HRGM_Genome_1641	2900281.0
s__HRGM_Genome_2243	3353332.0
s__HRGM_Genome_2245	2196907.0
s__HRGM_Genome_1298	2671909.0
s__HRGM_Genome_2694	2608549.0
s__HRGM_Genome_2696	1860503.0
s__HRGM_Genome_2698	1581307.0
s__HRGM_Genome_2699	1921362.0
s__HRGM_Genome_5348	2106923.0
s__HRGM_Genome_1444	3409168.0
s__HRGM_Genome_1447	3017752.0
s__HRGM_Genome_4296	2498174.0
g__Frigididesulfovibrio	1769692.0
s__HRGM_Genome_3788	1769692.0
s__HRGM_Genome_2594	2095533.0
s__HRGM_Genome_2547	2739364.0
s__HRGM_Genome_4648	2923471.0
s__HRGM_Genome_5398	2760601.0
s__HRGM_Genome_5370	2890083.0
s__HRGM_Genome_4695	2838817.0
s__HRGM_Genome_5183	2466924.0
s__HRGM_Genome_5286	2720584.0
s__HRGM_Genome_4259	2968338.0
s__HRGM_Genome_2059	2818339.0
s__HRGM_Genome_2403	2127021.0
s__HRGM_Genome_3735	2668303.0
s__HRGM_Genome_3995	1793418.0
s__HRGM_Genome_3442	2558542.0
s__HRGM_Genome_4702	3510035.0
s__HRGM_Genome_4137	2224261.0
s__HRGM_Genome_4138	2469543.0
s__HRGM_Genome_5336	2050564.0
s__HRGM_Genome_3535	1812910.0
s__HRGM_Genome_4595	1551350.0
s__HRGM_Genome_3676	2059820.0
s__HRGM_Genome_5281	2721654.0
s__HRGM_Genome_3649	2098573.0
s__HRGM_Genome_5289	2052370.0
s__HRGM_Genome_5268	2843857.0
s__HRGM_Genome_5402	2595876.0
s__HRGM_Genome_3593	2271541.0
s__HRGM_Genome_4742	1755704.0
s__HRGM_Genome_4691	2214446.0
g__HRGM_Genome_4170	2197502.0
s__HRGM_Genome_5192	1673150.0
g__HRGM_Genome_5361	1994731.0
g__HRGM_Genome_4245	2444047.0
s__HRGM_Genome_3177	3069130.0
s__HRGM_Genome_5220	2267758.0
s__HRGM_Genome_5260	2121809.0
s__HRGM_Genome_5261	1389684.0
s__HRGM_Genome_3572	3083302.0
s__HRGM_Genome_3627	3050962.0
g__HRGM_Genome_4846	3410285.0
g__UBA4334	2426258.0
s__HRGM_Genome_4753	2426258.0
g__UBA1786	2572020.0
s__HRGM_Genome_5395	2572020.0
g__HRGM_Genome_5313	2461139.0
g__HRGM_Genome_5312	1756049.0
g__HRGM_Genome_5311	3218671.0
g__HRGM_Genome_5359	1908641.0
s__HRGM_Genome_1432	3406441.0
s__HRGM_Genome_1435	4322077.0
s__HRGM_Genome_2748	2264331.0
s__HRGM_Genome_2747	3351981.0
s__HRGM_Genome_1433	4554549.0
s__HRGM_Genome_1434	2701793.0
s__HRGM_Genome_0244	5602088.0
s__HRGM_Genome_0245	6261722.0
s__HRGM_Genome_5204	4177575.0
s__HRGM_Genome_1512	3747359.0
s__HRGM_Genome_1412	6374953.0
s__HRGM_Genome_1395	5843110.0
s__HRGM_Genome_1424	6569749.0
s__HRGM_Genome_1403	5094927.0
s__HRGM_Genome_1422	8296673.0
s__HRGM_Genome_1405	7158832.0
s__HRGM_Genome_0275	4064144.0
s__HRGM_Genome_3638	5882780.0
s__HRGM_Genome_4440	4876803.0
s__HRGM_Genome_1337	4705890.0
s__HRGM_Genome_1336	5182915.0
s__HRGM_Genome_5163	3509168.0
s__HRGM_Genome_3752	2003251.0
s__HRGM_Genome_4512	3605841.0
s__HRGM_Genome_1814	3122070.0
s__HRGM_Genome_0403	3311818.0
